order_date,region,state,city,category,sub_category,product_name,customer_id,segment,sales,profit,quantity,discount,profit_status
2017-08-29,Central,Illinois,Quincy,Office Supplies,Labels,Avery 505,CP-12085,Corporate,47.36,17.76,4.00,0.20,Profit
2017-08-29,Central,Illinois,Quincy,Office Supplies,Storage,Advantus Rolling Storage Box,CP-12085,Corporate,27.44,2.40,2.00,0.20,Profit
2017-08-29,Central,Illinois,Quincy,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,CP-12085,Corporate,3.24,-5.18,9.00,0.80,Loss
2016-06-20,Central,Texas,Carrollton,Technology,Accessories,Logitech Trackman Marble Mouse,EA-14035,Corporate,95.97,26.39,4.00,0.20,Profit
2016-06-20,Central,Texas,Carrollton,Office Supplies,Paper,Xerox 206,EA-14035,Corporate,10.37,3.63,2.00,0.20,Profit
2017-09-02,East,New York,New York City,Office Supplies,Art,Newell 324,AC-10615,Corporate,23.10,6.47,2.00,0.00,Profit
2017-09-02,East,New York,New York City,Furniture,Furnishings,DAX Cubicle Frames - 8x10,AC-10615,Corporate,11.54,3.46,2.00,0.00,Profit
2017-09-02,East,New York,New York City,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,AC-10615,Corporate,254.53,-93.33,1.00,0.40,Loss
2017-09-02,East,New York,New York City,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,AC-10615,Corporate,12.98,3.76,1.00,0.00,Profit
2017-09-02,East,New York,New York City,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder; Blue; 1""",AC-10615,Corporate,26.43,8.92,8.00,0.20,Profit
2017-09-02,East,New York,New York City,Technology,Phones,Cisco SPA508G,AC-10615,Corporate,197.97,57.41,3.00,0.00,Profit
2017-09-02,East,New York,New York City,Office Supplies,Labels,Avery 518,AC-10615,Corporate,18.90,9.07,6.00,0.00,Profit
2017-09-02,East,New York,New York City,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,AC-10615,Corporate,1282.41,213.74,5.00,0.10,Profit
2017-09-02,East,New York,New York City,Office Supplies,Art,BIC Brite Liner Grip Highlighters,AC-10615,Corporate,4.92,2.21,3.00,0.00,Profit
2017-09-02,East,New York,New York City,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,AC-10615,Corporate,238.00,38.08,2.00,0.00,Profit
2017-09-02,East,New York,New York City,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,AC-10615,Corporate,167.97,40.31,3.00,0.00,Profit
2017-09-02,East,New York,New York City,Office Supplies,Paper,Xerox 1962,AC-10615,Corporate,17.12,7.70,4.00,0.00,Profit
2017-09-10,Central,Missouri,Springfield,Office Supplies,Binders,3M Organizer Strips,RW-19690,Consumer,16.20,7.78,3.00,0.00,Profit
2017-09-10,Central,Missouri,Springfield,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner; Medium Room,RW-19690,Consumer,33.99,14.62,3.00,0.00,Profit
2017-09-10,Central,Missouri,Springfield,Technology,Accessories,Logitech G105 Gaming Keyboard,RW-19690,Consumer,296.85,53.43,5.00,0.00,Profit
2017-09-10,Central,Missouri,Springfield,Technology,Accessories,Imation Clip USB flash drive - 8 GB,RW-19690,Consumer,112.80,6.77,6.00,0.00,Profit
2017-09-10,Central,Missouri,Springfield,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,RW-19690,Consumer,13.71,6.58,3.00,0.00,Profit
2017-09-10,Central,Missouri,Springfield,Office Supplies,Paper,Xerox 1970,RW-19690,Consumer,24.90,11.70,5.00,0.00,Profit
2017-09-10,Central,Missouri,Springfield,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,RW-19690,Consumer,286.29,17.18,3.00,0.00,Profit
2017-09-10,Central,Missouri,Springfield,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,RW-19690,Consumer,24.18,7.25,2.00,0.00,Profit
2017-12-21,East,New Jersey,Paterson,Technology,Phones,Jabra SPEAK 410,DB-13210,Consumer,281.97,78.95,3.00,0.00,Profit
2017-12-21,East,New Jersey,Paterson,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles; 3 7/8"" Cut; 8""L",DB-13210,Consumer,69.50,20.16,5.00,0.00,Profit
2017-12-21,East,New Jersey,Paterson,Office Supplies,Paper,Xerox 1913,DB-13210,Consumer,166.44,79.89,3.00,0.00,Profit
2017-09-23,Central,Oklahoma,Tulsa,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,BD-11320,Consumer,291.96,102.19,4.00,0.00,Profit
2017-05-06,Central,Illinois,Chicago,Office Supplies,Art,Blackstonian Pencils,ML-17755,Home Office,6.41,0.64,3.00,0.20,Profit
2017-05-06,Central,Illinois,Chicago,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,ML-17755,Home Office,408.74,76.64,7.00,0.20,Profit
2014-12-14,Central,Illinois,Chicago,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,JD-16015,Consumer,5.10,-8.68,4.00,0.80,Loss
2014-12-14,Central,Illinois,Chicago,Office Supplies,Fasteners,Assorted Color Push Pins,JD-16015,Consumer,2.90,0.47,2.00,0.20,Profit
2014-12-14,Central,Illinois,Chicago,Technology,Accessories,Belkin Standard 104 key USB Keyboard,JD-16015,Consumer,35.02,-2.19,3.00,0.20,Loss
2014-10-18,South,Alabama,Montgomery,Office Supplies,Storage,Gould Plastics 18-Pocket Panel Bin; 34w x 5-1/4d x 20-1/2h,AS-10225,Corporate,275.97,11.04,3.00,0.00,Profit
2014-10-18,South,Alabama,Montgomery,Technology,Phones,Avaya IP Phone 1140E VoIP phone,AS-10225,Corporate,1394.95,362.69,5.00,0.00,Profit
2014-10-18,South,Alabama,Montgomery,Furniture,Chairs,Global Wood Trimmed Manager's Task Chair; Khaki,AS-10225,Corporate,545.88,70.96,6.00,0.00,Profit
2015-05-08,West,Oregon,Salem,Office Supplies,Art,Newell 321,AA-10375,Consumer,5.25,0.59,2.00,0.20,Profit
2016-04-14,West,Arizona,Glendale,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,KT-16465,Consumer,933.54,105.02,4.00,0.20,Profit
2016-04-14,West,Arizona,Glendale,Office Supplies,Storage,Fellowes Personal Hanging Folder Files; Navy,KT-16465,Consumer,42.98,4.30,4.00,0.20,Profit
2015-12-14,South,Georgia,Columbus,Office Supplies,Binders,3-ring staple pack,MM-18280,Corporate,3.76,1.80,2.00,0.00,Profit
2014-12-03,Central,Oklahoma,Oklahoma City,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,NG-18430,Consumer,479.96,134.39,4.00,0.00,Profit
2014-11-25,West,California,Brentwood,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,LW-16825,Corporate,320.88,93.06,6.00,0.00,Profit
2014-11-25,West,California,Brentwood,Furniture,Furnishings,Staple-based wall hangings,LW-16825,Corporate,23.88,10.51,3.00,0.00,Profit
2014-11-25,West,California,Brentwood,Office Supplies,Paper,Wirebound Message Books; Four 2 3/4 x 5 White Forms per Page,LW-16825,Corporate,26.76,12.31,4.00,0.00,Profit
2016-07-25,East,Ohio,Columbus,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,CB-12415,Consumer,1439.98,192.00,4.00,0.40,Profit
2015-11-09,Central,Missouri,Springfield,Office Supplies,Binders,Binder Posts,AS-10090,Consumer,17.22,7.92,3.00,0.00,Profit
2015-11-09,Central,Missouri,Springfield,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,AS-10090,Consumer,1024.38,215.12,7.00,0.00,Profit
2015-11-09,Central,Missouri,Springfield,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",AS-10090,Consumer,26.22,12.32,3.00,0.00,Profit
2015-11-09,Central,Missouri,Springfield,Office Supplies,Paper,Xerox 1978,AS-10090,Consumer,17.34,8.50,3.00,0.00,Profit
2017-02-24,East,Pennsylvania,Philadelphia,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder; Blue; 1""",CB-12415,Consumer,4.96,-3.80,4.00,0.70,Loss
2017-06-25,West,Oregon,Springfield,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,ML-17755,Home Office,71.04,26.64,6.00,0.20,Profit
2017-06-25,West,Oregon,Springfield,Office Supplies,Art,Eldon Spacemaker Box; Quick-Snap Lid; Clear,ML-17755,Home Office,5.34,0.73,2.00,0.20,Profit
2017-06-25,West,Oregon,Springfield,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,ML-17755,Home Office,11.30,-2.12,3.00,0.20,Loss
2017-12-02,Central,Texas,Houston,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,JS-16030,Consumer,294.62,-766.01,5.00,0.80,Loss
2017-12-02,Central,Texas,Houston,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,JS-16030,Consumer,8.75,-3.72,4.00,0.60,Loss
2014-02-06,South,Virginia,Chesapeake,Office Supplies,Labels,Avery 480,ND-18460,Corporate,15.00,7.20,4.00,0.00,Profit
2014-02-06,South,Virginia,Chesapeake,Technology,Phones,Aastra 57i VoIP phone,ND-18460,Corporate,161.61,42.02,1.00,0.00,Profit
2014-02-06,South,Virginia,Chesapeake,Technology,Phones,AT&T CL82213,ND-18460,Corporate,144.95,42.04,5.00,0.00,Profit
2017-04-11,West,California,Pasadena,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,LW-17215,Consumer,199.95,21.99,5.00,0.00,Profit
2017-04-11,West,California,Pasadena,Office Supplies,Art,Dixon Ticonderoga Erasable Colored Pencil Set; 12-Color,LW-17215,Consumer,41.86,14.23,7.00,0.00,Profit
2017-12-25,South,Kentucky,Louisville,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,JW-15955,Consumer,95.94,9.59,3.00,0.00,Profit
2017-12-25,South,Kentucky,Louisville,Furniture,Chairs,Global Value Mid-Back Manager's Chair; Gray,JW-15955,Consumer,304.45,76.11,5.00,0.00,Profit
2017-04-11,Central,Texas,Lubbock,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,SC-20050,Home Office,11.36,-17.05,3.00,0.80,Loss
2014-12-31,Central,Missouri,Columbia,Office Supplies,Art,BIC Brite Liner Grip Highlighters; Assorted; 5/Pack,RW-19630,Corporate,29.68,11.58,7.00,0.00,Profit
2014-12-31,Central,Missouri,Columbia,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,RW-19630,Corporate,47.53,16.16,7.00,0.00,Profit
2017-08-03,Central,Illinois,Chicago,Furniture,Bookcases,O'Sullivan Elevations Bookcase; Cherry Finish,CM-12190,Consumer,183.37,-36.67,2.00,0.30,Loss
2014-11-15,South,Tennessee,Johnson City,Office Supplies,Art,Newell 310,JF-15190,Consumer,4.22,0.48,3.00,0.20,Profit
2014-11-15,South,Tennessee,Johnson City,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",JF-15190,Consumer,333.06,29.14,2.00,0.20,Profit
2014-11-15,South,Tennessee,Johnson City,Office Supplies,Paper,Southworth 100% Résumé Paper; 24lb.,JF-15190,Consumer,24.90,7.78,4.00,0.20,Profit
2015-12-11,Central,Texas,Houston,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,SC-20800,Consumer,159.98,36.00,2.00,0.20,Profit
2015-12-11,Central,Texas,Houston,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,SC-20800,Consumer,46.34,4.63,3.00,0.20,Profit
2016-09-18,South,Alabama,Auburn,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,AM-10705,Consumer,350.98,84.24,1.00,0.00,Profit
2016-09-18,South,Alabama,Auburn,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,AM-10705,Consumer,13.08,6.02,2.00,0.00,Profit
2016-09-18,South,Alabama,Auburn,Office Supplies,Storage,Tennsco Double-Tier Lockers,AM-10705,Consumer,900.08,117.01,4.00,0.00,Profit
2015-03-19,West,California,San Bernardino,Office Supplies,Binders,GBC Imprintable Covers,BK-11260,Consumer,17.57,6.37,2.00,0.20,Profit
2015-03-19,West,California,San Bernardino,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,BK-11260,Consumer,14.62,6.87,2.00,0.00,Profit
2015-03-19,West,California,San Bernardino,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,BK-11260,Consumer,33.36,8.67,4.00,0.00,Profit
2015-03-19,West,California,San Bernardino,Office Supplies,Paper,Wirebound Message Books; 5-1/2 x 4 Forms; 2 or 4 Forms per Page,BK-11260,Consumer,40.14,19.67,6.00,0.00,Profit
2016-09-19,East,Rhode Island,Providence,Office Supplies,Storage,Hot File 7-Pocket; Floor Stand,RH-19510,Home Office,1606.23,481.87,9.00,0.00,Profit
2016-09-19,East,Rhode Island,Providence,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers; 5 1/4""X8 1/2""; 200/Messages",RH-19510,Home Office,17.04,7.67,3.00,0.00,Profit
2016-09-19,East,Rhode Island,Providence,Office Supplies,Binders,JM Magazine Binder,RH-19510,Home Office,49.53,23.77,3.00,0.00,Profit
2016-09-19,East,Rhode Island,Providence,Furniture,Chairs,Lifetime Advantage Folding Chairs; 4/Carton,RH-19510,Home Office,872.32,244.25,4.00,0.00,Profit
2017-08-20,West,California,Fresno,Office Supplies,Binders,GBC Recycled Regency Composition Covers,GM-14500,Consumer,239.12,77.71,5.00,0.20,Profit
2015-03-13,West,Washington,Seattle,Furniture,Bookcases,Safco Value Mate Series Steel Bookcases; Baked Enamel Finish on Steel; Gray,MC-17275,Consumer,141.96,39.75,2.00,0.00,Profit
2016-09-08,West,California,Lancaster,Office Supplies,Binders,"Square Ring Data Binders; Rigid 75 Pt. Covers; 11"" x 14-7/8""",VM-21685,Home Office,33.02,11.56,2.00,0.20,Profit
2016-09-08,West,California,Lancaster,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,VM-21685,Home Office,67.14,23.50,4.00,0.20,Profit
2015-11-26,East,Massachusetts,Leominster,Office Supplies,Binders,"Pressboard Covers with Storage Hooks; 9 1/2"" x 11""; Light Blue",GP-14740,Corporate,14.73,6.92,3.00,0.00,Profit
2015-11-26,East,Massachusetts,Leominster,Office Supplies,Storage,Tennsco Lockers; Sand,GP-14740,Corporate,104.90,25.18,5.00,0.00,Profit
2015-11-26,East,Massachusetts,Leominster,Office Supplies,Binders,Aluminum Screw Posts,GP-14740,Corporate,61.04,30.52,4.00,0.00,Profit
2015-11-26,East,Massachusetts,Leominster,Office Supplies,Paper,Loose Memo Sheets,GP-14740,Corporate,10.95,5.15,3.00,0.00,Profit
2016-12-09,Central,Texas,Fort Worth,Office Supplies,Paper,Things To Do Today Pad,GB-14530,Corporate,9.39,3.29,2.00,0.20,Profit
2016-12-09,Central,Texas,Fort Worth,Office Supplies,Art,Hunt BOSTON Vista Battery-Operated Pencil Sharpener; Black,GB-14530,Corporate,9.33,0.82,1.00,0.20,Profit
2017-09-25,Central,Minnesota,Rochester,Office Supplies,Binders,ACCOHIDE Binder by Acco,CT-11995,Consumer,8.26,3.88,2.00,0.00,Profit
2017-09-25,Central,Minnesota,Rochester,Furniture,Chairs,Global Leather Task Chair; Black,CT-11995,Consumer,269.97,51.29,3.00,0.00,Profit
2015-01-23,West,Montana,Bozeman,Office Supplies,Paper,"Wirebound Service Call Books; 5 1/2"" x 4""",CW-11905,Home Office,29.04,13.94,3.00,0.00,Profit
2015-01-23,West,Montana,Bozeman,Office Supplies,Labels,Avery 500,CW-11905,Home Office,14.62,6.87,2.00,0.00,Profit
2015-06-18,West,Arizona,Peoria,Office Supplies,Paper,Xerox 1922,SN-20560,Home Office,11.95,4.33,3.00,0.20,Profit
2015-06-18,West,Arizona,Peoria,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,SN-20560,Home Office,4.54,-3.33,7.00,0.70,Loss
2015-06-18,West,Arizona,Peoria,Office Supplies,Binders,Aluminum Screw Posts,SN-20560,Home Office,9.16,-6.10,2.00,0.70,Loss
2015-06-18,West,Arizona,Peoria,Furniture,Furnishings,Flat Face Poster Frame,SN-20560,Home Office,75.36,20.72,5.00,0.20,Profit
2015-10-02,West,California,San Diego,Office Supplies,Binders,GBC Personal VeloBind Strips,EB-13705,Corporate,57.50,20.13,6.00,0.20,Profit
2017-11-18,East,Ohio,Lakewood,Office Supplies,Art,BIC Liqua Brite Liner,JW-15220,Corporate,38.86,7.77,7.00,0.20,Profit
2014-08-17,Central,Texas,Houston,Office Supplies,Paper,Xerox 203,KB-16585,Corporate,15.55,5.44,3.00,0.20,Profit
2016-07-17,East,New Jersey,Perth Amboy,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,MC-17590,Corporate,162.64,45.54,2.00,0.00,Profit
2016-07-17,East,New Jersey,Perth Amboy,Technology,Phones,Bose SoundLink Bluetooth Speaker,MC-17590,Corporate,597.00,280.59,3.00,0.00,Profit
2016-07-17,East,New Jersey,Perth Amboy,Office Supplies,Paper,Eaton Premium Continuous-Feed Paper; 25% Cotton; Letter Size; White; 1000 Shts/Box,MC-17590,Corporate,55.48,26.63,1.00,0.00,Profit
2015-07-11,East,Pennsylvania,Philadelphia,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",CK-12595,Consumer,289.80,36.23,7.00,0.20,Profit
2015-07-11,East,Pennsylvania,Philadelphia,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,CK-12595,Consumer,2.50,-2.00,3.00,0.70,Loss
2015-07-11,East,Pennsylvania,Philadelphia,Office Supplies,Binders,3M Organizer Strips,CK-12595,Consumer,6.48,-4.75,4.00,0.70,Loss
2015-07-11,East,Pennsylvania,Philadelphia,Furniture,Chairs,Novimex Fabric Task Chair,CK-12595,Consumer,341.49,-73.18,8.00,0.30,Loss
2015-07-11,East,Pennsylvania,Philadelphia,Office Supplies,Art,Newell 333,CK-12595,Consumer,11.12,0.83,5.00,0.20,Profit
2015-07-11,East,Pennsylvania,Philadelphia,Furniture,Furnishings,Master Big Foot Doorstop; Beige,CK-12595,Consumer,25.34,3.48,6.00,0.20,Profit
2016-12-01,Central,Indiana,Richmond,Furniture,Furnishings,DAX Cubicle Frames - 8x10,RD-19480,Consumer,17.31,5.19,3.00,0.00,Profit
2017-12-22,Central,Michigan,Detroit,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,TP-21130,Consumer,199.95,63.98,5.00,0.00,Profit
2017-12-22,Central,Michigan,Detroit,Furniture,Chairs,Hon GuestStacker Chair,TP-21130,Consumer,1586.69,412.54,7.00,0.00,Profit
2017-12-22,Central,Michigan,Detroit,Technology,Accessories,Logitech Gaming G510s - Keyboard,TP-21130,Consumer,84.99,30.60,1.00,0.00,Profit
2017-12-22,Central,Michigan,Detroit,Furniture,Tables,Bevis 44 x 96 Conference Tables,TP-21130,Consumer,411.80,70.01,2.00,0.00,Profit
2014-10-31,West,California,Los Angeles,Office Supplies,Fasteners,Staples,GG-14650,Corporate,11.34,5.22,3.00,0.00,Profit
2014-10-31,West,California,Los Angeles,Office Supplies,Storage,Letter/Legal File Tote with Clear Snap-On Lid; Black Granite,GG-14650,Corporate,80.30,20.88,5.00,0.00,Profit
2014-10-31,West,California,Los Angeles,Office Supplies,Binders,"Avery Framed View Binder; EZD Ring (Locking); Navy; 1 1/2""",GG-14650,Corporate,15.97,5.39,2.00,0.20,Profit
2014-10-31,West,California,Los Angeles,Office Supplies,Paper,Xerox 1952,GG-14650,Corporate,64.74,30.43,13.00,0.00,Profit
2014-10-31,West,California,Los Angeles,Office Supplies,Binders,Fellowes Twister Kit; Gray/Clear; 3/pkg,GG-14650,Corporate,19.30,6.03,3.00,0.20,Profit
2014-10-31,West,California,Los Angeles,Office Supplies,Storage,Tennsco Regal Shelving Units,GG-14650,Corporate,405.64,12.17,4.00,0.00,Profit
2014-10-31,West,California,Los Angeles,Furniture,Chairs,Novimex Fabric Task Chair,GG-14650,Corporate,146.35,-9.15,3.00,0.20,Loss
2014-10-31,West,California,Los Angeles,Technology,Accessories,Maxell LTO Ultrium - 800 GB,GG-14650,Corporate,251.91,47.86,9.00,0.00,Profit
2014-10-31,West,California,Los Angeles,Office Supplies,Art,Newell 325,GG-14650,Corporate,12.39,3.72,3.00,0.00,Profit
2015-04-13,West,California,Pomona,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,ZC-21910,Consumer,199.96,69.99,4.00,0.00,Profit
2015-04-13,West,California,Pomona,Furniture,Tables,Hon 94000 Series Round Tables,ZC-21910,Consumer,710.83,-97.74,3.00,0.20,Loss
2016-07-21,East,Pennsylvania,Philadelphia,Office Supplies,Binders,GBC Instant Report Kit,CC-12610,Corporate,1.94,-1.29,1.00,0.70,Loss
2017-11-20,West,California,Ontario,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,KA-16525,Consumer,283.92,-46.14,5.00,0.20,Loss
2016-11-26,West,Washington,Seattle,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,TC-20980,Corporate,7.31,2.56,2.00,0.20,Profit
2017-11-07,West,California,Brentwood,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,DB-13270,Home Office,59.97,13.79,3.00,0.00,Profit
2017-11-07,West,California,Brentwood,Technology,Phones,Plantronics CS 50-USB - headset - Convertible; Monaural,DB-13270,Home Office,761.54,66.64,7.00,0.20,Profit
2014-12-01,West,California,San Francisco,Furniture,Furnishings,Floodlight Indoor Halogen Bulbs; 1 Bulb per Pack; 60 Watts,TR-21325,Consumer,58.20,28.52,3.00,0.00,Profit
2017-09-12,East,Maryland,Baltimore,Office Supplies,Paper,Adams Telephone Message Book w/Frequently-Called Numbers Space; 400 Messages per Book,BF-11080,Consumer,39.90,19.95,5.00,0.00,Profit
2017-09-12,East,Maryland,Baltimore,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,BF-11080,Consumer,90.86,26.35,7.00,0.00,Profit
2017-09-12,East,Maryland,Baltimore,Office Supplies,Paper,Xerox 1939,BF-11080,Consumer,94.85,45.53,5.00,0.00,Profit
2015-12-24,West,Arizona,Phoenix,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,MS-17365,Consumer,106.23,37.18,7.00,0.20,Profit
2015-12-24,West,Arizona,Phoenix,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,MS-17365,Consumer,111.98,11.20,2.00,0.20,Profit
2015-12-24,West,Arizona,Phoenix,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,MS-17365,Consumer,7.71,1.74,2.00,0.20,Profit
2017-02-23,West,California,Los Angeles,Office Supplies,Paper,Ampad Phone Message Book; Recycled; 400 Message Capacity; 5 ¾” x 11”,CK-12595,Consumer,37.44,16.85,6.00,0.00,Profit
2014-11-23,Central,Texas,Houston,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,ED-13885,Home Office,23.68,8.88,2.00,0.20,Profit
2016-06-23,East,New York,New York City,Office Supplies,Labels,Avery 4027 File Folder Labels for Dot Matrix Printers; 5000 Labels per Box; White,IM-15070,Consumer,122.12,56.18,4.00,0.00,Profit
2016-06-23,East,New York,New York City,Office Supplies,Labels,Avery 52,IM-15070,Consumer,18.45,8.67,5.00,0.00,Profit
2016-06-23,East,New York,New York City,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,IM-15070,Consumer,324.90,38.99,5.00,0.00,Profit
2016-06-23,East,New York,New York City,Office Supplies,Paper,Tops White Computer Printout Paper,IM-15070,Consumer,146.73,68.96,3.00,0.00,Profit
2016-06-23,East,New York,New York City,Office Supplies,Fasteners,Translucent Push Pins by OIC,IM-15070,Consumer,3.96,1.47,2.00,0.00,Profit
2015-10-26,West,California,Rancho Cucamonga,Office Supplies,Labels,Avery 507,MY-17380,Corporate,5.76,2.65,2.00,0.00,Profit
2017-07-15,East,Delaware,Wilmington,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,MM-17260,Consumer,26.55,13.01,3.00,0.00,Profit
2017-07-15,East,Delaware,Wilmington,Furniture,Tables,Hon 2111 Invitation Series Straight Table,MM-17260,Consumer,310.44,-48.78,3.00,0.30,Loss
2014-11-17,Central,Minnesota,Moorhead,Furniture,Chairs,Global Super Steno Chair,MP-17470,Home Office,479.90,81.58,5.00,0.00,Profit
2015-04-13,West,New Mexico,Farmington,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,AW-10840,Consumer,12.88,0.39,1.00,0.00,Profit
2015-11-25,South,North Carolina,Wilmington,Office Supplies,Art,Newell 349,SF-20065,Consumer,13.12,1.48,5.00,0.20,Profit
2016-05-15,South,Mississippi,Jackson,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,SN-20710,Home Office,511.84,240.56,8.00,0.00,Profit
2016-05-15,South,Mississippi,Jackson,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,SN-20710,Home Office,91.96,25.75,4.00,0.00,Profit
2016-05-15,South,Mississippi,Jackson,Office Supplies,Art,Newell 344,SN-20710,Home Office,8.34,2.17,3.00,0.00,Profit
2017-09-07,West,Oregon,Portland,Office Supplies,Storage,Hanging Personal Folder File,RD-19900,Consumer,37.68,2.36,3.00,0.20,Profit
2017-09-07,West,Oregon,Portland,Technology,Accessories,Logitech Wireless Marathon Mouse M705,RD-19900,Consumer,279.94,80.48,7.00,0.20,Profit
2014-03-10,West,Colorado,Denver,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,KT-16480,Consumer,636.41,-15.91,3.00,0.20,Loss
2014-03-10,West,Colorado,Denver,Office Supplies,Art,BOSTON Ranger #55 Pencil Sharpener; Black,KT-16480,Consumer,83.17,9.36,4.00,0.20,Profit
2014-07-18,West,Arizona,Tucson,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,AH-10120,Home Office,259.14,-25.91,4.00,0.20,Loss
2017-03-24,East,New York,New York City,Office Supplies,Paper,Xerox 1888,BM-11650,Corporate,221.92,106.52,4.00,0.00,Profit
2017-03-24,East,New York,New York City,Technology,Accessories,Memorex Micro Travel Drive 8 GB,BM-11650,Corporate,26.00,11.70,2.00,0.00,Profit
2014-09-30,South,Florida,Boynton Beach,Office Supplies,Paper,Xerox 217,BW-11200,Consumer,15.55,5.44,3.00,0.20,Profit
2014-09-26,Central,Texas,Mesquite,Office Supplies,Binders,Acco 3-Hole Punch,HG-14965,Corporate,0.88,-1.40,1.00,0.80,Loss
2015-10-31,West,California,Redlands,Office Supplies,Paper,Xerox 191,SG-20080,Consumer,19.98,9.39,1.00,0.00,Profit
2015-10-31,West,California,Redlands,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,SG-20080,Consumer,398.35,124.49,3.00,0.20,Profit
2015-10-31,West,California,Redlands,Office Supplies,Art,Newell 308,SG-20080,Consumer,5.04,1.26,3.00,0.00,Profit
2015-10-31,West,California,Redlands,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,SG-20080,Consumer,17.45,8.03,5.00,0.00,Profit
2015-10-31,West,California,Redlands,Furniture,Chairs,Global Fabric Manager's Chair; Dark Gray,SG-20080,Consumer,323.14,20.20,4.00,0.20,Profit
2015-10-31,West,California,Redlands,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,SG-20080,Consumer,29.70,8.02,3.00,0.00,Profit
